edad,genero,estado_civil,nivel_educacion,ingreso_mensual,tipo_empleo,antiguedad_laboral_meses,antiguedad_historial_meses,num_cuentas_credito,num_prestamos_activos,deuda_total,utilizacion_credito,num_pagos_atrasados_12m,dias_max_atraso,num_consultas_6m,tiene_propiedad,valor_propiedad,tiene_vehiculo,monto_solicitado,plazo_meses,proposito,ratio_deuda_ingreso,ratio_cuota_ingreso,default,credit_score
18,M,Casado,Universitario,15510.96,Empleado,21,36,2,1,45470.11,18.66,0,0,1,0,0.0,0,1844.59,12,Negocio,24.43,0.99,0,768
32,M,Casado,Universitario,9137.48,Desempleado,0,160,2,1,35717.45,42.03,2,30,4,0,0.0,0,17603.05,24,Consumo,32.57,8.03,0,781
53,F,Soltero,Universitario,1038.44,Empleado,9,137,3,3,7635.4,46.58,1,120,0,0,0.0,1,6604.17,24,Consolidacion,61.27,26.5,0,686
71,M,Soltero,Secundaria,6226.57,Empleado,106,307,4,1,45826.5,39.07,1,30,2,1,56946.0,0,14536.1,36,Consumo,61.33,6.48,0,849
59,F,Soltero,Técnico,2924.25,Empleado,14,11,2,3,23281.83,3.59,0,0,2,0,0.0,0,3670.03,72,Negocio,66.35,1.74,1,633
59,F,Casado,Secundaria,6370.83,Empleado,94,45,2,3,30933.09,23.88,1,90,1,1,53264.15,1,14154.69,72,Consumo,40.46,3.09,0,837
27,M,Divorciado,Posgrado,6059.98,Independiente,9,15,6,3,14682.82,32.77,0,0,1,1,267308.76,1,7866.7,36,Vehiculo,20.19,3.61,0,797
27,F,Divorciado,Técnico,1460.22,Empleado,52,32,5,2,10881.21,27.1,2,90,2,0,0.0,0,11850.92,36,Consumo,62.1,22.54,1,561
20,M,Divorciado,Universitario,1813.0,Empleado,5,128,0,3,2717.76,35.25,1,90,1,1,106655.46,1,11172.34,36,Vehiculo,12.49,17.12,0,745
30,F,Soltero,Secundaria,3984.61,Independiente,57,40,1,2,2620.7,39.15,1,30,2,1,182725.13,0,11278.59,60,Consumo,5.48,4.72,0,754
53,M,Casado,Universitario,19138.17,Empleado,80,1,4,0,17661.46,31.52,1,90,3,0,0.0,1,13466.49,36,Consumo,7.69,1.95,0,813
64,M,Casado,Universitario,1710.57,Empleado,76,8,2,1,13923.89,23.65,1,30,1,1,60693.8,0,2991.27,12,Consumo,67.83,14.57,0,792
45,F,Casado,Universitario,8035.44,Empleado,94,35,4,1,4656.02,60.61,0,0,2,1,42497.58,1,16354.16,36,Consumo,4.83,5.65,0,674
36,F,Casado,Universitario,11574.28,Empleado,8,65,0,0,66702.59,55.03,1,120,0,0,0.0,1,5009.08,24,Negocio,48.03,1.8,0,758
23,F,Soltero,Secundaria,816.75,Empleado,59,49,5,5,622.51,26.92,0,0,3,0,0.0,0,12347.83,48,Consumo,6.35,31.5,0,755
38,F,Divorciado,Universitario,6342.76,Empleado,2,320,3,7,47572.86,21.6,1,30,1,0,0.0,0,6489.28,60,Consolidacion,62.5,1.71,0,788
43,F,Soltero,Secundaria,27063.02,Empleado,0,360,5,1,40285.11,25.83,1,120,2,0,0.0,0,4123.84,72,Vivienda,12.4,0.21,0,835
18,M,Divorciado,Secundaria,11209.92,Empleado,46,74,3,1,122939.92,35.65,0,0,3,1,56659.22,0,4478.69,24,Consumo,91.39,1.66,0,748
53,F,Soltero,Técnico,17435.56,Empleado,11,149,4,2,88939.2,33.27,2,120,2,1,53584.94,0,1861.34,36,Vehiculo,42.51,0.3,0,788
33,F,Casado,Secundaria,13966.17,Empleado,85,177,2,4,77052.77,18.56,1,120,5,0,0.0,1,5578.24,12,Consumo,45.98,3.33,0,817
52,F,Soltero,Técnico,1081.16,Independiente,18,103,5,1,2912.19,12.72,2,90,3,0,0.0,1,2129.56,24,Consumo,22.45,8.21,0,786
39,M,Soltero,Técnico,4511.01,Empleado,22,84,5,2,18993.65,15.42,0,0,1,0,0.0,1,8462.05,12,Negocio,35.09,15.63,0,767
44,M,Casado,Secundaria,4975.51,Independiente,14,54,10,1,3406.32,4.31,1,30,0,1,87128.2,0,18799.82,60,Negocio,5.71,6.3,0,811
29,F,Divorciado,Técnico,6606.66,Empleado,141,35,4,2,8112.8,52.59,1,90,1,0,0.0,1,6876.98,36,Vivienda,10.23,2.89,0,751
34,F,Casado,Universitario,2464.73,Empleado,33,63,1,0,3423.44,5.05,2,60,2,0,0.0,1,3986.94,72,Vehiculo,11.57,2.25,0,798
49,F,Soltero,Universitario,3484.28,Empleado,2,0,1,2,23964.19,30.34,1,120,1,1,89729.57,0,1000.0,24,Negocio,57.32,1.2,0,761
38,M,Casado,Secundaria,9962.39,Empleado,25,22,1,1,1602.25,11.01,0,0,1,0,0.0,1,12392.93,60,Consumo,1.34,2.07,0,806
23,F,Soltero,Técnico,5189.74,Empresario,26,20,2,1,37784.66,35.85,0,0,3,1,304905.3,0,21839.11,36,Vehiculo,60.67,11.69,0,716
41,M,Soltero,Técnico,13828.34,Independiente,7,10,4,2,53787.38,6.32,1,60,2,0,0.0,0,11494.21,48,Vehiculo,32.41,1.73,0,774
45,M,Soltero,Secundaria,5495.1,Independiente,28,96,2,0,45519.82,51.98,1,60,1,0,0.0,1,6974.7,60,Vehiculo,69.03,2.12,0,719
60,F,Soltero,Universitario,4604.9,Empleado,225,44,0,1,17551.02,51.52,1,120,1,1,108368.22,1,2561.36,72,Consumo,31.76,0.77,0,780
57,F,Casado,Universitario,11466.41,Empleado,4,240,4,0,52398.76,48.49,1,90,2,0,0.0,0,5091.6,48,Vivienda,38.08,0.93,0,717
39,M,Soltero,Secundaria,1441.53,Empleado,99,43,3,1,6009.79,24.21,0,0,2,1,119611.26,0,5158.83,72,Consumo,34.74,4.97,0,818
31,M,Casado,Universitario,12603.85,Empleado,124,45,8,0,55923.83,15.39,2,90,3,1,53457.04,0,6062.05,12,Educacion,36.98,4.01,0,836
36,F,Soltero,Universitario,5328.3,Empleado,6,49,4,1,8073.77,26.9,0,0,0,0,0.0,1,30895.53,36,Consumo,12.63,16.11,0,729
32,M,Casado,Secundaria,7929.68,Empleado,3,84,2,0,27365.27,14.16,0,0,0,1,147848.14,0,4669.07,12,Educacion,28.76,4.91,0,791
47,M,Soltero,Universitario,1419.55,Empleado,119,69,4,4,6128.12,30.04,1,90,2,0,0.0,0,6355.86,60,Vehiculo,35.97,7.46,0,802
55,M,Casado,Universitario,2689.94,Empleado,83,83,1,2,6084.86,23.04,1,120,3,1,168830.22,1,3566.98,72,Consumo,18.85,1.84,0,799
58,M,Soltero,Universitario,15916.34,Empresario,53,106,1,1,29549.16,16.65,0,0,3,0,0.0,0,4836.29,60,Vivienda,15.47,0.51,0,822
33,F,Casado,Técnico,1804.24,Independiente,67,76,3,2,3311.7,10.66,2,120,0,1,145768.98,0,3999.13,12,Consumo,15.3,18.47,0,793
32,F,Soltero,Técnico,7621.7,Independiente,3,17,1,1,51639.35,19.58,1,60,2,0,0.0,1,8718.98,48,Educacion,56.46,2.38,0,749
33,M,Casado,Técnico,3760.24,Empresario,19,1,4,2,24583.16,45.89,0,0,5,1,137676.42,1,5178.04,24,Negocio,54.48,5.74,0,732
18,M,Divorciado,Secundaria,10409.31,Independiente,20,234,1,1,6509.76,30.15,0,0,0,0,0.0,1,2555.58,24,Consumo,5.21,1.02,0,841
21,F,Casado,Técnico,10231.59,Empleado,0,19,5,1,28341.6,31.62,0,0,1,0,0.0,1,10437.37,48,Consumo,23.08,2.13,0,758
39,M,Casado,Secundaria,2011.96,Independiente,13,51,3,2,4850.03,53.31,1,120,2,1,94279.13,1,3146.22,72,Vehiculo,20.09,2.17,0,806
45,M,Casado,Universitario,7463.3,Empleado,20,7,2,0,10426.9,65.1,1,120,0,0,0.0,1,9613.09,24,Vehiculo,11.64,5.37,1,519
47,F,Casado,Secundaria,1918.68,Empleado,6,15,2,2,10789.03,19.42,0,0,2,1,80078.7,1,14618.46,60,Vehiculo,46.86,12.7,0,835
28,F,Soltero,Universitario,11419.8,Empleado,1,51,3,1,42101.54,62.26,0,0,4,0,0.0,0,3162.14,24,Consumo,30.72,1.15,1,646
32,F,Casado,Universitario,26542.91,Independiente,10,34,2,2,4573.32,19.46,1,120,2,0,0.0,1,7017.75,24,Vivienda,1.44,1.1,0,801
35,M,Casado,Técnico,2085.89,Empleado,30,83,3,2,1353.23,46.41,0,0,2,0,0.0,0,14986.07,36,Consumo,5.41,19.96,0,740
34,F,Casado,Secundaria,7150.73,Empleado,1,234,3,1,11568.85,26.63,2,90,2,0,0.0,0,4768.36,12,Educacion,13.48,5.56,0,774
50,M,Soltero,Técnico,3441.29,Independiente,55,0,3,1,16315.34,2.4,1,60,1,1,122739.2,1,22619.85,12,Vivienda,39.51,54.78,0,743
20,M,Casado,Secundaria,7389.11,Empresario,36,172,3,1,7809.9,43.93,1,60,3,1,210298.62,0,10552.38,24,Consumo,8.81,5.95,0,820
22,F,Casado,Universitario,3697.64,Empleado,6,35,5,3,5452.7,23.76,1,30,1,0,0.0,1,9504.47,72,Consumo,12.29,3.57,0,792
35,F,Casado,Universitario,7236.0,Empleado,14,129,0,1,13300.88,8.68,0,0,2,0,0.0,0,4808.44,12,Vehiculo,15.32,5.54,0,812
19,M,Divorciado,Secundaria,7366.0,Empleado,21,67,6,1,66991.8,11.31,2,30,3,1,85783.58,1,11402.74,24,Educacion,75.79,6.45,0,765
18,F,Casado,Técnico,13598.21,Empleado,1,65,4,1,48186.36,27.5,0,0,0,0,0.0,1,3060.22,36,Vivienda,29.53,0.63,0,808
18,F,Casado,Universitario,17771.64,Empleado,8,63,3,0,18979.92,17.83,0,0,1,0,0.0,0,4201.7,60,Vivienda,8.9,0.39,0,750
36,F,Casado,Técnico,1703.95,Empleado,59,9,2,2,3492.73,56.36,0,0,3,0,0.0,1,28463.06,36,Consumo,17.08,46.4,1,624
49,M,Soltero,Técnico,3326.52,Empleado,45,4,6,1,2828.18,20.6,1,90,1,0,0.0,0,5253.71,48,Negocio,7.08,3.29,0,739
49,M,Casado,Universitario,5025.95,Empleado,147,41,2,0,14008.54,27.62,1,120,0,1,82698.79,1,16194.55,48,Consumo,23.23,6.71,0,797
63,F,Soltero,Técnico,2013.15,Empresario,4,21,2,1,3980.59,8.96,3,120,3,1,287684.41,1,5007.03,48,Negocio,16.48,5.18,0,764
41,F,Casado,Secundaria,3667.13,Empresario,15,34,3,1,9187.44,7.49,1,60,1,0,0.0,0,11285.64,12,Consumo,20.88,25.65,0,776
43,F,Soltero,Posgrado,5780.94,Empleado,18,2,2,0,18372.18,64.94,2,30,2,0,0.0,1,6819.96,24,Vehiculo,26.48,4.92,1,670
36,M,Soltero,Técnico,1420.62,Empleado,0,40,3,4,3259.43,23.35,3,120,1,1,94549.66,1,10943.55,60,Vivienda,19.12,12.84,1,654
36,F,Soltero,Técnico,22896.27,Empleado,78,9,4,3,79149.82,49.1,2,30,1,0,0.0,1,6635.4,60,Consumo,28.81,0.48,0,754
71,M,Casado,Universitario,12100.46,Empleado,6,43,3,4,43248.55,36.19,2,30,2,1,125918.09,0,6693.95,36,Vivienda,29.78,1.54,0,769
43,F,Casado,Universitario,1788.52,Independiente,67,65,1,5,1435.95,25.32,1,120,5,0,0.0,0,3582.45,12,Vivienda,6.69,16.69,0,822
45,M,Casado,Posgrado,13643.08,Empleado,2,76,6,2,26181.21,15.77,1,30,3,0,0.0,0,9466.81,72,Consumo,15.99,0.96,0,788
22,M,Casado,Universitario,8316.96,Empleado,60,99,3,0,6185.92,68.99,0,0,2,1,119751.69,1,12964.64,72,Vivienda,6.2,2.17,0,792
46,F,Soltero,Técnico,2363.36,Empleado,55,27,2,2,10988.61,32.03,1,60,2,0,0.0,0,14130.82,36,Consumo,38.75,16.61,0,792
49,F,Divorciado,Técnico,3353.4,Empresario,10,39,4,1,3848.34,28.4,1,30,1,0,0.0,0,46379.0,24,Vehiculo,9.56,57.63,1,639
56,M,Soltero,Universitario,1902.88,Empleado,24,29,0,3,3923.02,46.26,1,60,3,0,0.0,0,2516.39,12,Vivienda,17.18,11.02,0,716
49,F,Casado,Posgrado,3131.9,Empleado,3,51,6,3,10527.23,11.22,0,0,3,0,0.0,1,15564.27,72,Vehiculo,28.01,6.9,0,814
38,F,Viudo,Posgrado,8392.25,Empleado,139,4,1,2,11600.82,15.34,0,0,4,0,0.0,1,8090.51,36,Consumo,11.52,2.68,0,809
37,F,Soltero,Universitario,3476.13,Empleado,95,36,4,1,4173.9,20.89,0,0,3,0,0.0,0,9431.79,72,Vehiculo,10.01,3.77,0,800
38,F,Soltero,Técnico,5125.46,Empleado,2,19,2,3,9013.31,32.18,0,0,1,1,38406.85,1,7340.28,36,Consumo,14.65,3.98,0,702
41,F,Soltero,Técnico,5897.23,Empleado,15,16,2,1,13075.38,25.98,0,0,3,1,154987.38,1,4563.95,60,Consumo,18.48,1.29,0,844
59,F,Divorciado,Posgrado,10354.1,Empleado,53,60,5,1,41678.06,48.35,0,0,2,0,0.0,0,4326.09,12,Consolidacion,33.54,3.48,0,699
56,F,Divorciado,Universitario,5155.17,Empleado,19,17,2,2,9008.19,30.64,2,30,1,0,0.0,1,5928.97,48,Consumo,14.56,2.4,0,708
51,F,Divorciado,Técnico,18640.02,Empleado,12,39,1,2,45014.1,23.76,0,0,1,1,36307.79,1,4964.74,24,Consumo,20.12,1.11,0,794
70,M,Casado,Técnico,7620.51,Empleado,13,7,3,2,19612.79,13.65,1,90,1,1,72227.21,0,29035.75,24,Consumo,21.45,15.88,0,767
18,M,Divorciado,Técnico,4042.03,Independiente,42,28,8,3,5736.97,26.14,3,60,2,0,0.0,1,1642.98,72,Consumo,11.83,0.56,0,828
33,F,Soltero,Universitario,3014.52,Empleado,26,190,5,0,3936.4,20.07,0,0,0,1,129297.77,0,2959.66,48,Vivienda,10.88,2.05,0,792
39,F,Casado,Secundaria,2396.69,Empresario,29,27,2,2,10803.41,30.3,1,90,1,1,72940.57,0,6691.78,60,Educacion,37.56,4.65,0,801
29,M,Casado,Universitario,4941.95,Empleado,7,15,1,3,10924.62,23.44,0,0,2,1,214991.02,1,5589.83,12,Consumo,18.42,9.43,0,779
26,M,Soltero,Secundaria,4903.69,Empleado,37,70,3,2,11749.27,34.55,2,30,1,1,277415.89,1,13868.34,24,Negocio,19.97,11.78,0,694
18,M,Casado,Técnico,3482.97,Empleado,136,128,4,2,7678.91,49.57,0,0,1,1,79742.74,0,5762.14,72,Negocio,18.37,2.3,0,829
35,M,Casado,Universitario,1766.97,Empleado,39,48,1,0,9017.82,17.38,0,0,0,0,0.0,0,13196.98,72,Consumo,42.53,10.37,0,796
53,M,Casado,Universitario,2664.64,Empleado,10,97,2,2,13571.6,16.74,0,0,2,0,0.0,0,18532.27,36,Educacion,42.44,19.32,0,721
51,F,Casado,Universitario,2786.02,Empleado,26,69,3,3,7944.82,23.62,0,0,3,1,84072.9,1,1816.59,48,Consolidacion,23.76,1.36,0,830
28,F,Soltero,Técnico,5815.82,Desempleado,0,39,1,2,41660.68,12.27,1,30,2,1,161088.69,1,6489.72,24,Vivienda,59.69,4.65,0,812
43,F,Casado,Técnico,30629.64,Empleado,16,46,3,2,123066.67,32.0,3,30,1,1,110633.95,0,1955.0,48,Consumo,33.48,0.13,0,723
60,F,Soltero,Técnico,6459.45,Empleado,27,54,3,1,21874.85,41.23,1,120,2,0,0.0,0,17186.61,12,Vehiculo,28.22,22.17,0,735
18,F,Soltero,Técnico,4256.29,Independiente,64,9,3,3,7270.75,34.43,2,30,2,0,0.0,0,17612.93,72,Negocio,14.24,5.75,0,810
37,M,Viudo,Universitario,8074.8,Empleado,22,10,2,1,46754.18,46.86,0,0,3,1,147840.74,0,5939.84,60,Vivienda,48.25,1.23,1,662
44,F,Casado,Secundaria,2449.18,Empleado,88,117,4,0,5133.04,33.51,1,30,5,0,0.0,0,3671.05,60,Consumo,17.47,2.5,0,817
40,M,Casado,Posgrado,3888.36,Empleado,160,323,6,1,21617.04,38.12,1,90,3,0,0.0,0,31815.75,72,Consolidacion,46.33,11.36,0,846
52,M,Casado,Técnico,11559.43,Empleado,126,180,1,1,11802.01,44.52,0,0,1,0,0.0,1,33738.28,72,Vehiculo,8.51,4.05,0,800
18,F,Soltero,Técnico,14842.3,Empresario,15,149,2,2,11396.4,27.98,0,0,2,0,0.0,1,9441.51,60,Consumo,6.4,1.06,0,803
24,F,Casado,Técnico,6974.59,Empleado,11,141,2,1,13886.3,27.74,1,60,1,0,0.0,0,6084.51,24,Vehiculo,16.59,3.63,0,835
50,M,Casado,Universitario,1137.65,Empleado,156,360,2,0,1337.26,23.58,1,120,1,1,120473.64,1,16882.72,36,Vivienda,9.8,41.22,0,832
18,M,Soltero,Secundaria,3648.61,Empleado,18,39,3,2,9426.5,22.69,0,0,2,0,0.0,0,9203.49,60,Consumo,21.53,4.2,0,748
52,M,Soltero,Posgrado,1564.47,Empleado,0,66,1,2,7204.72,21.14,1,120,0,0,0.0,0,11056.71,48,Vivienda,38.38,14.72,1,707
46,F,Soltero,Secundaria,5162.22,Empleado,20,59,4,1,11666.23,30.22,1,120,1,0,0.0,1,3757.2,12,Consolidacion,18.83,6.07,0,724
51,F,Divorciado,Universitario,3304.75,Empleado,1,93,4,4,3745.37,15.24,1,120,0,1,71114.22,0,47924.52,24,Negocio,9.44,60.42,1,574
32,M,Soltero,Universitario,6821.37,Independiente,67,7,4,1,35571.02,6.75,1,60,2,0,0.0,1,8896.57,24,Consumo,43.46,5.43,0,841
47,M,Casado,Universitario,5537.16,Empleado,5,142,4,3,15711.0,47.93,0,0,1,0,0.0,0,2812.45,60,Consumo,23.64,0.85,0,758
22,F,Casado,Secundaria,14818.17,Independiente,54,11,5,1,123628.78,34.66,0,0,1,1,115603.16,1,6110.41,24,Vehiculo,69.53,1.72,0,811
33,M,Soltero,Universitario,9213.37,Empresario,12,49,3,0,45336.25,16.33,4,30,2,1,55063.09,1,13064.21,60,Educacion,41.01,2.36,0,748
40,M,Casado,Universitario,11094.9,Independiente,67,53,2,0,89552.79,31.07,0,0,5,0,0.0,0,17246.09,24,Negocio,67.26,6.48,0,814
26,M,Viudo,Universitario,2356.64,Empleado,19,218,4,1,16504.96,18.34,1,30,0,0,0.0,0,5276.03,12,Consumo,58.36,18.66,0,732
43,M,Casado,Técnico,2270.68,Desempleado,0,63,2,3,11269.38,19.6,1,90,2,0,0.0,1,11576.57,48,Vivienda,41.36,10.62,0,813
22,M,Soltero,Universitario,2816.9,Empleado,48,150,3,4,7739.52,55.42,1,60,3,0,0.0,1,7047.25,36,Vivienda,22.9,6.95,0,802
44,F,Divorciado,Universitario,1308.02,Independiente,16,25,2,1,233.21,52.93,0,0,4,1,105730.2,1,28925.37,72,Consolidacion,1.49,30.71,0,729
66,M,Soltero,Secundaria,4050.06,Independiente,147,199,2,0,18783.67,20.85,2,30,2,0,0.0,1,3508.11,12,Educacion,38.65,7.22,0,849
21,F,Casado,Posgrado,2460.22,Empleado,116,14,2,1,2057.05,21.18,0,0,4,0,0.0,1,28434.69,24,Consolidacion,6.97,48.16,0,791
39,F,Soltero,Posgrado,10028.72,Empresario,68,50,1,2,27606.8,20.7,2,120,1,0,0.0,0,11294.29,72,Vehiculo,22.94,1.56,0,817
18,M,Casado,Posgrado,2504.91,Empleado,15,17,6,1,4040.13,34.39,0,0,3,1,51554.43,0,34230.07,24,Consolidacion,13.44,56.94,1,671
27,F,Soltero,Secundaria,3866.12,Empleado,6,14,4,2,10421.31,28.73,0,0,3,1,269317.19,1,9714.22,24,Negocio,22.46,10.47,0,731
50,M,Soltero,Universitario,4011.46,Empleado,50,52,4,1,51979.04,33.02,1,90,0,1,156406.0,1,14398.7,48,Consumo,107.98,7.48,0,736
33,M,Casado,Universitario,13199.0,Empleado,24,219,2,2,28670.04,32.03,0,0,2,0,0.0,0,14891.83,48,Consumo,18.1,2.35,0,801
51,M,Casado,Posgrado,1014.77,Empresario,89,19,3,0,4546.46,39.84,1,30,1,0,0.0,0,9834.04,48,Consumo,37.34,20.19,0,756
45,F,Viudo,Universitario,6815.6,Empleado,21,41,6,0,7752.68,5.74,0,0,3,1,106346.0,1,7819.33,48,Negocio,9.48,2.39,0,811
39,F,Casado,Universitario,9258.34,Independiente,4,91,7,0,12244.5,23.9,1,120,3,1,66957.56,1,15961.9,24,Consolidacion,11.02,7.18,0,780
24,F,Soltero,Secundaria,6995.8,Empleado,6,34,5,2,20715.72,84.93,0,0,3,1,232873.8,1,6154.62,12,Educacion,24.68,7.33,1,709
50,F,Soltero,Técnico,3940.23,Empleado,65,26,0,6,4134.63,30.24,0,0,0,1,48361.77,0,13383.9,24,Vivienda,8.74,14.15,0,788
44,F,Divorciado,Universitario,6767.28,Empresario,11,4,6,4,46084.8,31.16,1,90,0,1,130472.28,0,3420.5,24,Consumo,56.75,2.11,0,737
18,F,Soltero,Técnico,3207.03,Empresario,315,59,4,0,17671.42,25.26,0,0,2,0,0.0,0,15301.37,72,Vivienda,45.92,6.63,0,832
25,F,Casado,Técnico,3182.89,Empleado,39,194,0,1,2645.28,31.01,0,0,2,0,0.0,0,3519.12,72,Vehiculo,6.93,1.54,0,850
18,M,Soltero,Universitario,3682.69,Independiente,50,34,4,1,15023.01,37.29,0,0,1,1,88346.72,0,28084.8,72,Consolidacion,33.99,10.59,0,831
19,F,Casado,Posgrado,4349.78,Empleado,34,184,7,1,13488.71,15.76,2,60,4,0,0.0,1,29027.76,36,Vivienda,25.84,18.54,0,826
35,F,Soltero,Posgrado,1754.69,Independiente,79,10,5,0,5093.17,29.96,0,0,1,0,0.0,1,2601.24,24,Consumo,24.19,6.18,0,768
24,M,Soltero,Técnico,3321.43,Empleado,18,33,2,1,18262.18,58.62,0,0,2,0,0.0,0,15131.12,60,Vivienda,45.82,7.59,1,661
27,M,Soltero,Técnico,3887.12,Empleado,48,43,2,3,19427.98,26.71,0,0,2,1,103615.89,1,5334.39,72,Vivienda,41.65,1.91,0,780
60,M,Soltero,Técnico,2850.15,Empleado,1,66,5,2,138.95,7.31,1,90,2,1,119272.16,1,8525.88,60,Vivienda,0.41,4.99,0,731
55,M,Casado,Secundaria,3258.83,Empleado,24,206,0,1,11304.57,22.79,0,0,4,1,59474.0,0,23577.54,60,Educacion,28.91,12.06,0,810
29,F,Viudo,Universitario,1830.73,Empleado,32,3,3,1,4586.49,35.45,0,0,2,0,0.0,1,4652.37,36,Vivienda,20.88,7.06,0,799
51,F,Casado,Secundaria,3547.88,Empleado,22,21,2,2,1336.1,34.83,0,0,0,0,0.0,0,4472.04,12,Educacion,3.14,10.5,0,761
58,M,Viudo,Posgrado,4842.41,Independiente,152,40,3,2,33903.7,34.63,2,120,2,0,0.0,0,6527.2,60,Vivienda,58.35,2.25,0,796
49,F,Soltero,Técnico,6587.05,Empleado,73,35,4,2,32629.64,2.55,1,90,1,0,0.0,1,11503.53,60,Negocio,41.28,2.91,0,724
44,F,Soltero,Técnico,5536.31,Independiente,180,127,2,0,11607.95,12.62,3,120,0,1,65068.19,0,5236.5,60,Vehiculo,17.47,1.58,0,850
56,F,Soltero,Posgrado,1191.37,Independiente,1,25,2,1,588.88,40.68,0,0,3,0,0.0,0,15326.38,36,Consolidacion,4.12,35.73,1,661
51,F,Casado,Universitario,3540.53,Desempleado,0,74,5,1,14149.25,41.54,1,90,3,1,188970.22,0,7381.8,72,Consumo,33.3,2.9,0,755
21,M,Viudo,Secundaria,5331.7,Empresario,136,180,3,1,12640.77,57.07,1,30,4,0,0.0,0,11088.21,24,Consumo,19.76,8.67,0,818
37,F,Divorciado,Universitario,9097.75,Empleado,14,53,5,2,38065.72,35.43,1,120,4,1,47563.62,0,25610.66,60,Consolidacion,34.87,4.69,0,733
31,F,Casado,Universitario,2043.29,Empleado,43,12,2,1,11439.65,21.91,0,0,5,0,0.0,0,9497.14,12,Educacion,46.66,38.73,1,534
57,M,Casado,Universitario,15548.74,Empresario,0,38,2,5,48957.8,50.96,0,0,1,1,107470.76,0,2411.12,24,Educacion,26.24,0.65,1,636
31,M,Casado,Secundaria,2680.73,Empleado,26,105,6,1,13626.13,22.55,0,0,1,1,52495.0,1,17029.86,12,Consolidacion,42.36,52.94,0,749
28,M,Soltero,Posgrado,4943.3,Independiente,20,160,3,1,5365.36,59.03,0,0,1,0,0.0,0,7762.88,60,Consumo,9.04,2.62,0,786
55,M,Divorciado,Secundaria,7988.58,Empleado,47,16,0,1,37274.71,46.84,0,0,1,0,0.0,1,5609.93,60,Vehiculo,38.88,1.17,0,739
43,F,Casado,Técnico,2645.56,Empleado,45,26,3,0,5349.12,64.73,1,120,1,0,0.0,1,7212.67,60,Consumo,16.85,4.54,0,733
71,F,Soltero,Universitario,13142.46,Empleado,53,7,3,2,49258.08,6.91,0,0,1,0,0.0,0,14175.31,12,Vehiculo,31.23,8.99,0,729
27,M,Soltero,Universitario,1245.13,Empleado,29,80,3,0,5312.78,13.83,0,0,4,1,83952.82,0,11567.82,72,Consolidacion,35.56,12.9,0,760
32,M,Soltero,Técnico,17371.35,Empresario,71,66,2,0,47717.17,17.62,1,90,0,1,122190.15,0,4349.07,12,Vivienda,22.89,2.09,0,820
56,M,Casado,Universitario,3777.39,Independiente,26,209,3,1,13729.01,20.82,1,120,2,0,0.0,0,18929.82,48,Negocio,30.29,10.44,0,822
20,M,Viudo,Secundaria,1128.96,Empleado,43,30,2,0,2269.96,32.47,1,90,1,0,0.0,1,16523.07,72,Consumo,16.76,20.33,0,731
59,M,Soltero,Técnico,2649.37,Independiente,14,22,3,0,9671.24,52.01,0,0,1,0,0.0,0,2661.77,60,Consumo,30.42,1.67,0,734
21,F,Casado,Posgrado,1905.9,Independiente,0,15,3,1,3087.96,34.65,1,120,0,1,228643.09,1,1647.19,60,Negocio,13.5,1.44,0,795
49,F,Casado,Técnico,7351.0,Empleado,150,59,1,2,23775.79,26.06,1,30,2,0,0.0,1,15631.69,12,Vivienda,26.95,17.72,0,850
18,M,Soltero,Universitario,1826.22,Empleado,151,123,3,1,5402.02,30.22,0,0,1,0,0.0,0,14339.83,12,Vehiculo,24.65,65.43,0,678
40,M,Soltero,Secundaria,3213.6,Empleado,13,134,3,1,6265.76,7.96,1,90,1,0,0.0,0,12520.62,36,Negocio,16.25,10.82,0,760
19,F,Casado,Técnico,11057.55,Empleado,22,177,2,1,10263.11,14.4,0,0,0,1,100878.32,1,3293.33,48,Vivienda,7.73,0.62,0,848
68,F,Soltero,Universitario,4075.57,Empleado,54,94,3,0,11702.26,17.52,1,90,1,0,0.0,0,21314.9,36,Vivienda,23.93,14.53,0,704
23,M,Soltero,Técnico,7399.37,Independiente,151,10,6,3,29490.92,48.97,0,0,1,1,81990.77,0,11362.07,36,Vivienda,33.21,4.27,0,800
27,M,Casado,Posgrado,15010.54,Independiente,30,69,0,0,2639.68,5.85,0,0,2,0,0.0,1,8176.1,48,Vivienda,1.47,1.13,0,850
48,F,Soltero,Técnico,3501.79,Empleado,22,10,2,1,1168.79,20.56,0,0,0,1,94200.19,1,7547.49,48,Consolidacion,2.78,4.49,0,781
30,M,Casado,Técnico,4441.51,Empleado,73,3,3,4,42123.46,15.6,1,90,1,1,56383.04,0,9815.61,36,Vivienda,79.03,6.14,0,785
50,F,Soltero,Universitario,3836.93,Empleado,33,150,1,2,28839.4,36.83,0,0,1,1,103842.96,1,4625.69,24,Educacion,62.64,5.02,0,751
29,M,Casado,Universitario,2310.29,Desempleado,0,33,5,1,1327.57,10.42,2,30,2,0,0.0,1,2701.75,12,Vivienda,4.79,9.75,0,822
28,M,Casado,Técnico,1736.91,Empleado,158,8,6,2,1633.03,19.21,1,120,4,0,0.0,1,4998.97,36,Consolidacion,7.83,7.99,0,794
39,M,Soltero,Técnico,4832.25,Empleado,0,25,2,1,12457.16,14.49,0,0,4,1,132503.21,0,3246.66,12,Consumo,21.48,5.6,0,777
